Patient_Index,Neighbor_Rank,Neighbor_Index,Distance_Similarity
0,1,126,1.4687258681920725
0,2,284,1.6247017746013876
0,3,128,1.7456606987958356
0,4,303,1.8625918580232284
0,5,171,1.959004845681977
1,1,300,2.141336575059888
1,2,306,3.152126340618783
1,3,160,3.164797977001778
1,4,194,3.2684581090382987
1,5,260,3.270473479675056
2,1,121,4.086420683436542
2,2,57,4.214720092858412
2,3,242,5.479953491332689
2,4,94,5.511780032223584
2,5,40,5.750894051211765
3,1,245,3.2759080108532683
3,2,242,3.862365555223494
3,3,236,4.736676593487962
3,4,40,4.8139765175306195
3,5,24,4.987156664279641
4,1,17,2.8717171210267436
4,2,220,3.0466570091717684
4,3,190,3.0653971772550204
4,4,181,3.1967297154655294
4,5,173,3.2863559066452113
5,1,88,3.6502112303038503
5,2,224,4.235230148365956
5,3,274,4.3148171134328965
5,4,238,4.355487875088502
5,5,313,4.357296413939162
6,1,113,3.1309063882603514
6,2,56,3.5529784784549134
6,3,269,3.631917556833166
6,4,21,3.665785391496457
6,5,31,3.9072923977829688
7,1,262,5.030430687472647
7,2,312,6.455264653641157
7,3,293,6.462731252971021
7,4,310,6.516529119794384
7,5,88,6.530696265035083
8,1,56,2.733795050706345
8,2,195,2.7638210711660416
8,3,209,3.284734182807938
8,4,307,3.3203622093355563
8,5,106,3.535258043347051
9,1,206,2.366304577273606
9,2,165,2.9211000234049034
9,3,201,3.5533162029280976
9,4,199,4.430314367812335
9,5,244,4.7356627295844405
10,1,55,3.2944200596753466
10,2,130,3.4479869472522475
10,3,259,3.620653523352504
10,4,213,3.732774832745326
10,5,225,4.033538239306138
11,1,304,2.712335952978543
11,2,166,2.8355371056631107
11,3,128,3.0990920514470828
11,4,297,3.2073543565299105
11,5,185,3.2204350532132464
12,1,5,5.491669584141113
12,2,13,5.73761571735802
12,3,60,6.012692165093183
12,4,246,6.342875968655286
12,5,176,6.349962997328713
13,1,60,2.366154216775633
13,2,290,3.936848248225122
13,3,228,4.661334820933598
13,4,78,4.678356034264061
13,5,23,4.932048521274342
14,1,250,4.546792741261656
14,2,74,4.626112832419796
14,3,79,4.680269800475538
14,4,99,4.92430044293594
14,5,275,4.965261965610017
15,1,86,1.8653848466549203
15,2,149,3.953282299215807
15,3,228,4.105917342431128
15,4,27,4.1183407584808664
15,5,158,4.1566338063806745
16,1,51,2.304778257026244
16,2,234,2.6659922101258156
16,3,214,2.763093217095377
16,4,76,2.7935751829222855
16,5,74,2.940646730323329
17,1,190,2.008572456233616
17,2,173,2.419461459802349
17,3,254,2.432854425620158
17,4,172,2.4947989419332206
17,5,137,2.5972578979691403
18,1,89,5.387475614094253
18,2,118,5.429357657509607
18,3,177,5.5877979940231
18,4,273,5.65317393307856
18,5,92,5.663684012822755
19,1,100,4.646510888168608
19,2,251,4.692322587186411
19,3,250,4.7680816066614895
19,4,168,4.8073546703222405
19,5,191,4.855829493036618
20,1,253,2.8313101453620706
20,2,51,3.470491486758375
20,3,84,3.4950965270498635
20,4,16,3.994357332678787
20,5,285,4.022583192280394
21,1,31,2.716414454488007
21,2,307,2.9893062122518406
21,3,113,3.0236143506305457
21,4,147,3.24950335415975
21,5,300,3.6200042862807793
22,1,217,6.567173688264485
22,2,268,7.103438745817295
22,3,98,7.265875234207467
22,4,157,7.317241899478143
22,5,219,7.347373080913929
23,1,66,3.592706162790503
23,2,29,3.6928699183335065
23,3,281,3.7076736395411234
23,4,317,3.8609040503643146
23,5,200,3.8878075562625742
24,1,242,4.691786340067523
24,2,3,4.987156664279641
24,3,40,5.021204180425249
24,4,237,5.7447941058813115
24,5,245,5.760933836758414
25,1,218,3.9893350181626035
25,2,118,4.368677680274336
25,3,119,4.676765389315827
25,4,90,5.14038892685097
25,5,238,5.147687635894596
26,1,28,3.2294705024609334
26,2,282,3.2776162522858447
26,3,88,3.510582902815503
26,4,274,3.6171938089200397
26,5,313,3.6701863048583654
27,1,228,2.936573155910498
27,2,15,4.1183407584808664
27,3,264,4.2499989955100705
27,4,78,4.451130568036538
27,5,304,4.518728663149376
28,1,26,3.2294705024609334
28,2,16,3.307353040952072
28,3,193,3.4855863274190813
28,4,79,3.750123487191355
28,5,283,3.767353477484397
29,1,127,2.432686590963106
29,2,124,2.5161746411348855
29,3,136,2.5612606830670983
29,4,97,2.8908559742355417
29,5,281,2.9053591983748404
30,1,33,4.876837194099512
30,2,116,5.134923608565199
30,3,180,5.201849389651175
30,4,182,5.330141834127846
30,5,211,5.353160610965669
31,1,195,2.11387495916495
31,2,307,2.2266563135630015
31,3,113,2.5644920480575655
31,4,21,2.716414454488007
31,5,315,2.914624730794249
32,1,30,10.251117090743964
32,2,294,12.333959883157794
32,3,308,12.44737545807759
32,4,61,12.886944057371922
32,5,8,13.134840290289882
33,1,211,1.750443196900259
33,2,43,1.8647633776730004
33,3,260,1.8960671209087792
33,4,306,2.109414395581484
33,5,160,2.20424397380274
34,1,181,3.9776967774878242
34,2,136,4.0479153762796924
34,3,68,4.137512146368846
34,4,210,4.154043786529808
34,5,169,4.198472081608558
35,1,182,2.762101711461903
35,2,180,2.862564667330277
35,3,97,2.964121824954711
35,4,120,3.1130230907546363
35,5,157,3.2735303733170302
36,1,117,7.256667691698176
36,2,318,8.253609578924047
36,3,232,8.776449225259727
36,4,29,8.802966478518368
36,5,245,8.959511781431024
37,1,103,7.478790893734747
37,2,82,8.326019929976956
37,3,289,8.58847309072163
37,4,23,9.31535985391405
37,5,156,9.32044411914131
38,1,274,5.630247835361111
38,2,5,5.668375133766155
38,3,135,5.8393649799866605
38,4,173,5.916079361207978
38,5,265,6.04538099684154
39,1,8,3.78510772426146
39,2,307,4.281386602768975
39,3,167,4.297392052676693
39,4,161,4.479139474881651
39,5,291,4.613180148048309
40,1,242,3.5663098547625265
40,2,245,3.7000290648454897
40,3,121,3.9594225284631817
40,4,237,4.757380023493135
40,5,3,4.8139765175306195
41,1,26,4.96525555674481
41,2,291,5.244022996763125
41,3,39,5.432688055314228
41,4,161,5.87525673957455
41,5,167,5.914125978566643
42,1,107,2.0326778657018556
42,2,254,3.076053700750598
42,3,261,3.1767143843048093
42,4,137,3.5095828889865284
42,5,44,3.5253713564678075
43,1,33,1.8647633776730004
43,2,211,2.4791887529759227
43,3,160,2.5134498327983543
43,4,260,2.6359097313347983
43,5,306,2.669409430121796
44,1,107,3.3116569773198483
44,2,42,3.5253713564678075
44,3,298,3.583734355360103
44,4,188,3.6119161484647297
44,5,16,3.7488977063133517
45,1,93,1.4290345871119974
45,2,109,1.5426207864000732
45,3,96,2.141437846190044
45,4,0,2.4646185310135102
45,5,126,2.6065471462994747
46,1,159,2.794661713793875
46,2,185,3.209148802341313
46,3,138,3.3302549872210703
46,4,158,3.931224065638163
46,5,77,3.9602502185757906
47,1,214,1.849995959949768
47,2,131,1.9885474814886892
47,3,146,1.991916653475613
47,4,141,2.030163570582848
47,5,73,2.601984452459525
48,1,280,6.222932878060374
48,2,98,6.770585895320818
48,3,130,7.163227609164328
48,4,90,7.185462960079999
48,5,281,7.259913475264455
49,1,152,5.407326452809065
49,2,80,5.621498591917813
49,3,192,5.947575233431217
49,4,278,5.9713244347453935
49,5,59,6.151652951550028
50,1,250,5.406591844510869
50,2,116,5.687370723651962
50,3,189,5.715029546079814
50,4,122,5.793412146860049
50,5,172,5.846840873809877
51,1,16,2.304778257026244
51,2,58,2.7488534432364586
51,3,234,2.8028565471896205
51,4,76,3.0267988987685515
51,5,74,3.1362314424522495
52,1,58,2.512947179020028
52,2,234,2.5430112329403847
52,3,76,2.7196856309642743
52,4,16,3.0734117482782555
52,5,88,3.148759068733278
53,1,159,3.0562910518620625
53,2,114,3.061151151897891
53,3,93,3.3744437131927536
53,4,209,3.442141846261449
53,5,307,3.4526873035062113
54,1,281,3.034552945041666
54,2,124,3.11958318461464
54,3,127,3.167773373992737
54,4,136,3.585621639253668
54,5,122,3.685567696223834
55,1,225,1.9340403844744058
55,2,293,2.8824385632855387
55,3,76,2.8942470406138328
55,4,213,2.942433370299737
55,5,310,2.968072800837254
56,1,269,1.812071503292471
56,2,195,2.19712775074335
56,3,306,2.625356083662711
56,4,113,2.719782048523843
56,5,8,2.733795050706345
57,1,2,4.214720092858412
57,2,242,4.2297465284547044
57,3,236,4.244824976048988
57,4,121,5.154559614070002
57,5,94,5.28453157236526
58,1,88,1.8069184654002857
58,2,234,2.0758090867150507
58,3,76,2.4052433079578837
58,4,52,2.512947179020028
58,5,51,2.7488534432364586
59,1,296,2.068741897918142
59,2,267,3.443640965069993
59,3,182,3.740063802318307
59,4,248,3.802364974149607
59,5,170,4.183106769040616
60,1,13,2.366154216775633
60,2,290,4.362557986357923
60,3,228,4.435223914930878
60,4,142,4.578258150247701
60,5,78,4.630595352203386
61,1,181,2.252871465054475
61,2,210,2.261377916742494
61,3,229,2.902881105849703
61,4,251,3.01001801993601
61,5,278,3.0479175175162903
62,1,146,1.4572541763427926
62,2,131,1.7580162008846443
62,3,275,2.1690090541205453
62,4,214,2.409949717267237
62,5,115,2.7518101000523503
63,1,257,3.840915498990354
63,2,263,3.9201199533633657
63,3,210,3.964427584003288
63,4,157,4.277747093143412
63,5,120,4.316313158839535
64,1,139,3.345477983175837
64,2,211,3.527428508545198
64,3,156,3.549556264183641
64,4,198,3.7629556773720334
64,5,77,3.7748694291513987
65,1,189,4.434173640273206
65,2,282,5.253503071346349
65,3,321,5.813753251687823
65,4,19,5.951326243012496
65,5,148,5.958342187687714
66,1,23,3.592706162790503
66,2,136,3.642470565755365
66,3,193,3.7347480883163966
66,4,122,3.7575276992579743
66,5,291,3.995423781678692
67,1,250,3.9899578253567998
67,2,100,5.182407536056955
67,3,29,5.2457883676949555
67,4,127,5.397504438691852
67,5,157,5.430796624246167
68,1,251,3.315538175410875
68,2,43,3.68075342105891
68,3,287,3.80402831739169
68,4,272,4.049702924111972
68,5,267,4.0624028460894985
69,1,222,5.459956548751193
69,2,226,5.561498807073961
69,3,133,5.884950404625012
69,4,1,5.939639925729091
69,5,54,5.960721393584121
70,1,281,2.9904641744288045
70,2,29,3.132103748742324
70,3,252,3.4868247669141583
70,4,97,3.5938432052954594
70,5,224,3.6135583625031544
71,1,78,6.160417341854882
71,2,204,6.761483051187122
71,3,13,6.791980712697134
71,4,60,6.796152482918608
71,5,17,6.890195380338714
72,1,174,9.397584210224291
72,2,100,11.122820313083297
72,3,151,11.15134662330689
72,4,67,11.507704378183877
72,5,249,11.559435476067137
73,1,214,1.9009008519282302
73,2,131,2.540276384184173
73,3,47,2.601984452459525
73,4,141,2.7207380756554147
73,5,224,2.7865831134160133
74,1,79,2.8047992267748
74,2,16,2.940646730323329
74,3,51,3.1362314424522495
74,4,58,3.596194512140957
74,5,285,3.6569533742152953
75,1,21,8.92648582385293
75,2,162,9.07219073142213
75,3,46,9.087924060108259
75,4,11,9.19360692474652
75,5,284,9.325474913511833
76,1,88,1.8281815609458743
76,2,58,2.4052433079578837
76,3,234,2.519603328098731
76,4,52,2.7196856309642743
76,5,131,2.7209628471383605
77,1,64,3.7748694291513987
77,2,152,3.796737172733955
77,3,220,3.81495610840573
77,4,170,3.840861983912527
77,5,46,3.9602502185757906
78,1,137,4.118250562826474
78,2,17,4.133581635265693
78,3,254,4.140675538327519
78,4,172,4.337234603059805
78,5,15,4.343990395913917
79,1,74,2.8047992267748
79,2,51,3.303216729018392
79,3,16,3.353437165710464
79,4,253,3.3729801037731186
79,5,28,3.750123487191355
80,1,192,1.784112814957851
80,2,202,2.69022029187321
80,3,85,2.9711271581153245
80,4,128,3.350690280120637
80,5,255,3.420321697968996
81,1,158,18.09070886389706
81,2,315,18.105284911804635
81,3,136,18.112754890334614
81,4,306,18.112775625983364
81,5,0,18.12696193345526
82,1,103,7.04138407063177
82,2,37,8.326019929976956
82,3,194,8.37031997797205
82,4,129,8.434325388800332
82,5,64,8.726143675396798
83,1,52,3.2842067890971554
83,2,198,3.5658235400014906
83,3,44,4.208589131832371
83,4,137,4.3658150194998075
83,5,107,4.45593530215592
84,1,106,1.6737003924176512
84,2,200,1.8942904662152327
84,3,261,2.036856181356881
84,4,253,2.4888337318498808
84,5,180,2.6605941602496608
85,1,80,2.9711271581153245
85,2,202,3.4732962993668384
85,3,150,3.630319733655901
85,4,192,3.665211118421093
85,5,115,3.712972291365369
86,1,15,1.8653848466549203
86,2,233,4.547325726488139
86,3,158,4.6147974793819975
86,4,285,4.635746425440348
86,5,253,4.808813560368011
87,1,50,11.62730754677845
87,2,221,11.90257759351717
87,3,66,11.961685869380638
87,4,291,12.023235924177257
87,5,186,12.059110536615247
88,1,58,1.8069184654002857
88,2,76,1.8281815609458743
88,3,47,2.873856301864353
88,4,141,2.9806678003685536
88,5,225,3.0676841350008495
89,1,92,3.9175254939309903
89,2,273,4.982086655332008
89,3,136,5.025160413168425
89,4,124,5.102333615091748
89,5,127,5.14459684497096
90,1,119,3.4740928292336317
90,2,218,4.207747930990313
90,3,311,4.535517625337354
90,4,136,4.605849276155054
90,5,157,4.926260024426956
91,1,298,3.315059646267526
91,2,212,3.8749406495814926
91,3,4,3.9804532426511
91,4,225,4.402514604614567
91,5,141,4.419647555477998
92,1,89,3.9175254939309903
92,2,166,5.226013923679184
92,3,311,5.527242748092155
92,4,0,5.532774716818755
92,5,273,5.544359820146792
93,1,45,1.4290345871119974
93,2,109,1.635507292042156
93,3,96,2.0932983453372493
93,4,114,2.561712712289458
93,5,0,2.900316400329677
94,1,57,5.28453157236526
94,2,2,5.511780032223584
94,3,121,5.990475279420096
94,4,242,6.241647960349968
94,5,245,6.3968806735504975
95,1,270,0.4277689986507847
95,2,253,2.942449524217676
95,3,84,3.0304589429641764
95,4,251,3.1341650490958073
95,5,181,3.2200832424646766
96,1,93,2.0932983453372493
96,2,45,2.141437846190044
96,3,114,2.64010471915474
96,4,109,2.642346117810384
96,5,162,3.1135227484422847
97,1,180,2.530650657331698
97,2,200,2.5580148813921686
97,3,197,2.8605443682370284
97,4,29,2.8908559742355417
97,5,35,2.964121824954711
98,1,48,6.770585895320818
98,2,253,7.170188586231919
98,3,22,7.265875234207467
98,4,180,7.290464994789689
98,5,136,7.310094737350296
99,1,250,4.354990176869081
99,2,150,4.360592719099011
99,3,126,4.431162458160598
99,4,204,4.492399774957375
99,5,171,4.529109874805383
100,1,19,4.646510888168608
100,2,67,5.182407536056955
100,3,250,5.290085588952693
100,4,251,5.432944914399675
100,5,258,5.5534636759978975
101,1,129,3.12854527916764
101,2,212,3.224671611676288
101,3,169,3.392601130807931
101,4,146,3.851479122593219
101,5,131,3.866775490947523
102,1,201,4.592487053720317
102,2,244,5.225974281816159
102,3,165,5.755848078385346
102,4,203,5.8026164931905155
102,5,206,5.824043736448385
103,1,194,4.317019907695857
103,2,156,4.440167861378172
103,3,291,4.628355133265062
103,4,289,5.095520274991528
103,5,23,5.176028402473448
104,1,311,5.863721168708388
104,2,125,6.108346650553177
104,3,106,6.2308858120253126
104,4,17,6.245824609660288
104,5,209,6.35309669968961
105,1,318,8.106384347870994
105,2,117,8.46215271630956
105,3,213,9.212799106751264
105,4,97,9.549574731283105
105,5,232,9.731267486829921
106,1,84,1.6737003924176512
106,2,200,2.6804986742139825
106,3,253,2.9581968840785713
106,4,321,3.127549230719561
106,5,56,3.1993451343593877
107,1,42,2.0326778657018556
107,2,188,2.6851004201601545
107,3,254,2.91751985643047
107,4,172,3.0616829257167737
107,5,137,3.107031930808764
108,1,21,5.272493360957493
108,2,147,5.630624335598457
108,3,265,5.729588116662616
108,4,317,5.969829274508777
108,5,162,5.980707564964528
109,1,45,1.5426207864000732
109,2,93,1.635507292042156
109,3,96,2.642346117810384
109,4,0,2.6873300669446665
109,5,114,2.7699856333146675
110,1,158,18.089022695641223
110,2,315,18.101260146254006
110,3,306,18.111009219081375
110,4,136,18.118847778132015
110,5,127,18.134193668281455
111,1,166,3.637398035900761
111,2,298,3.6783386039658996
111,3,314,3.6915839868979554
111,4,254,3.879856276660748
111,5,17,4.013862824925975
112,1,134,5.649179861089598
112,2,264,5.7273593330798365
112,3,212,5.9201436074239
112,4,169,5.962438347421162
112,5,78,6.0040840422891835
113,1,306,2.3617823313702933
113,2,160,2.376827818140563
113,3,211,2.3963395968018824
113,4,31,2.5644920480575655
113,5,315,2.6475642855759
114,1,93,2.561712712289458
114,2,96,2.64010471915474
114,3,109,2.7699856333146675
114,4,166,2.9516377638512195
114,5,45,3.0230724915323073
115,1,146,2.5414401873236616
115,2,62,2.7518101000523503
115,3,141,2.8221568592065167
115,4,47,2.8942362489858673
115,5,131,2.98473482927315
116,1,306,3.1535440012434557
116,2,267,3.2694852598646014
116,3,106,3.3211538726130527
116,4,182,3.3298216453401275
116,5,84,3.374433053395911
117,1,318,4.780402815197848
117,2,213,5.035199080058844
117,3,300,5.049568316077222
117,4,88,5.502162631572135
117,5,58,5.5679152408695325
118,1,25,4.368677680274336
118,2,119,4.823386677325041
118,3,144,4.8292744637453335
118,4,238,5.402195472927361
118,5,76,5.415926149255555
119,1,90,3.4740928292336317
119,2,218,4.297310386404133
119,3,288,4.490742543879858
119,4,122,4.64625236890322
119,5,25,4.676765389315827
120,1,35,3.1130230907546363
120,2,157,4.2515743650491995
120,3,63,4.316313158839535
120,4,263,4.395410104556356
120,5,319,4.523577889918111
121,1,40,3.9594225284631817
121,2,2,4.086420683436542
121,3,242,4.358426273835285
121,4,245,4.693067233710477
121,5,237,4.7331381485986865
122,1,136,2.234305145104519
122,2,127,2.3040024258202485
122,3,317,2.812797269006071
122,4,281,2.89266755877064
122,5,288,3.0228231433694037
123,1,10,8.950594205415504
123,2,69,8.974021655631208
123,3,133,8.98498662816327
123,4,1,9.192342576914333
123,5,54,9.781980909686881
124,1,127,1.5131586733742748
124,2,136,2.4444216563849386
124,3,29,2.5161746411348855
124,4,281,2.648928938667984
124,5,180,2.9666644011706196
125,1,132,3.6504786534506795
125,2,319,4.036599727888117
125,3,210,4.045881360028894
125,4,42,4.136865020685099
125,5,251,4.311323570815127
126,1,284,1.333456595249838
126,2,0,1.4687258681920725
126,3,171,1.6091440313527665
126,4,128,1.643186858883935
126,5,255,1.8453817857200123
127,1,124,1.5131586733742748
127,2,136,1.9048794452062177
127,3,281,1.9638049293172353
127,4,288,2.269540387495842
127,5,122,2.3040024258202485
128,1,284,1.6053687864474604
128,2,126,1.643186858883935
128,3,0,1.7456606987958356
128,4,255,2.0499227187742775
128,5,171,2.170249815322924
129,1,101,3.12854527916764
129,2,162,5.314490111155978
129,3,282,5.316762886875165
129,4,293,5.416643440511239
129,5,169,5.42241857290759
130,1,10,3.4479869472522475
130,2,159,3.4884350106146713
130,3,226,3.541189076658894
130,4,1,3.5879823403085696
130,5,96,3.7296664464963225
131,1,146,1.00532515790511
131,2,214,1.4237683584788856
131,3,62,1.7580162008846443
131,4,275,1.8386324847994062
131,5,47,1.9885474814886892
132,1,107,3.2607550037700546
132,2,4,3.370547710240476
132,3,270,3.5198031676884476
132,4,95,3.5775959964013944
132,5,125,3.6504786534506795
133,1,1,4.336497533918414
133,2,10,4.654018192931085
133,3,213,4.738995136833786
133,4,194,5.042674356182891
133,5,239,5.085204523428905
134,1,264,5.4756157157714
134,2,112,5.649179861089598
134,3,119,5.654852269080087
134,4,142,5.821232428445704
134,5,78,6.11720759618866
135,1,321,3.8660101795883772
135,2,106,4.320716548432589
135,3,26,4.459659344114056
135,4,84,4.593983329887988
135,5,161,4.684327747249075
136,1,127,1.9048794452062177
136,2,288,1.9772302536756778
136,3,122,2.234305145104519
136,4,124,2.4444216563849386
136,5,29,2.5612606830670983
137,1,254,2.553399325559461
137,2,17,2.5972578979691403
137,3,190,2.9311943023282283
137,4,107,3.107031930808764
137,5,173,3.250726345176057
138,1,170,2.49438166711059
138,2,159,2.8251363407857206
138,3,269,2.9727909890693143
138,4,56,3.1953690185241745
138,5,278,3.217117712576244
139,1,64,3.345477983175837
139,2,260,3.42913500401317
139,3,314,3.4698336047739775
139,4,198,3.7115313451231327
139,5,43,3.8486317034832354
140,1,164,4.199795450228061
140,2,309,4.74653365101144
140,3,273,4.756518137462616
140,4,15,4.915532816330546
140,5,86,4.9282564387161765
141,1,214,1.802915472113872
141,2,47,2.030163570582848
141,3,131,2.0765800053787338
141,4,224,2.214019895268521
141,5,146,2.346859172137809
142,1,264,4.4671909223111195
142,2,60,4.578258150247701
142,3,78,4.609889213966886
142,4,181,4.640884510813146
142,5,15,4.814425874743226
143,1,268,7.865561129910122
143,2,280,7.92684475743673
143,3,46,7.986988646760915
143,4,20,8.061554410076514
143,5,135,8.360870359094111
144,1,234,3.2701234114452418
144,2,214,3.884998995377007
144,3,76,3.9497571678333743
144,4,146,3.9684875600504976
144,5,58,3.9937660613827846
145,1,115,5.4378611555075995
145,2,149,5.948193097964941
145,3,62,6.029255075120425
145,4,257,6.188019456442689
145,5,271,6.276321740689788
146,1,131,1.00532515790511
146,2,62,1.4572541763427926
146,3,275,1.7019511948672728
146,4,214,1.7984206278300674
146,5,47,1.991916653475613
147,1,261,2.7548559832949064
147,2,197,3.004515941507789
147,3,200,3.1206800443003053
147,4,21,3.24950335415975
147,5,258,3.3044951408323833
148,1,33,3.1090504757612862
148,2,260,3.2591634251056076
148,3,233,3.3468673859224634
148,4,306,3.3736482435929047
148,5,211,3.4455615736546434
149,1,264,3.8675144027885904
149,2,15,3.953282299215807
149,3,76,4.402914562762894
149,4,234,4.411447325950786
149,5,16,4.453512379429571
150,1,126,2.268841385627845
150,2,0,2.8682365287287928
150,3,284,2.882679322463239
150,4,260,3.0111464410145468
150,5,128,3.110527665276091
151,1,260,2.368470002765308
151,2,285,2.3927511444281033
151,3,33,2.4443021375829037
151,4,158,2.4689408480066386
151,5,315,2.5172725388362105
152,1,0,3.5369477465144796
152,2,190,3.549372782283077
152,3,220,3.5917922586643427
152,4,192,3.694690038342453
152,5,128,3.699956544894737
153,1,172,2.3842497599432884
153,2,173,3.3845334366562767
153,3,17,3.3953423965016056
153,4,254,3.444414494305261
153,5,298,3.481413629702267
154,1,129,14.182340082351995
154,2,222,14.537175838766016
154,3,101,14.600854252429343
154,4,148,14.893045446842478
154,5,252,14.984299815186818
155,1,268,6.922311932618321
155,2,219,7.484886572291259
155,3,8,7.704054844090285
155,4,195,7.974302878700797
155,5,92,8.022636215018757
156,1,291,2.1660880079865827
156,2,194,2.449230080309882
156,3,300,2.6256606344653575
156,4,306,2.837435545205075
156,5,315,2.8648463494804792
157,1,127,2.8782198156587926
157,2,124,2.9796378353498403
157,3,29,2.9958427611852043
157,4,136,3.0839500834140288
157,5,210,3.1487830568309603
158,1,285,1.4958473844687559
158,2,315,1.829732600307103
158,3,306,1.8659939469371913
158,4,260,1.940800922820196
158,5,233,2.0078850614257653
159,1,46,2.794661713793875
159,2,138,2.8251363407857206
159,3,45,3.0457932748983065
159,4,53,3.0562910518620625
159,5,158,3.067785357423555
160,1,306,1.6441924357516706
160,2,315,2.103632720112769
160,3,158,2.154712989859111
160,4,33,2.20424397380274
160,5,113,2.376827818140563
161,1,167,3.7126249928484922
161,2,257,4.465658976612924
161,3,39,4.479139474881651
161,4,317,4.658189945644563
161,5,135,4.684327747249075
162,1,96,3.1135227484422847
162,2,93,3.2650584279439636
162,3,45,3.566759184355759
162,4,305,3.5900329067814174
